Nombre_Fila,Clasificación,Reducción,Agregación,Tiempo,Pesos
Partición 1,84.28571428571429,56.81818181818182,70.55194805194806,552.110717167,"[0.5816464021616935, 0.9863115763145954, 0.3900449166666217, 0.017986657858319436, 0.00026536154010819524, 0.4031704358617496, 0.0283690541225765, 0.7868808861118988, 0.022271630563839444, 0.06947727573542836, 0.9561528091310667, 0.025006447202585286, 0.03875914788563585, 0.8219539197663644, 0.01638037515958001, 0.023345368090680354, 0.06244911444803507, 0.6086029818936379, 0.6851002712107809, 0.8833294336079761, 0.6054488188450174, 0.009974390279692474, 0.04397502037556017, 0.7727284672188274, 0.4041809374199285, 0.08677450728859792, 0.4965524572290817, 0.04932165257801461, 0.015403730910505689, 0.5596046101785423, 0.03211906851221222, 0.6953653019544301, 0.855183697691925, 0.6175406105496815, 0.0634906130218978, 0.022824588099661893, 0.012795178982123243, 0.02560429038330663, 0.08877495917360281, 0.07965798044512797, 0.06028666763102696, 0.3482601229456772, 0.01808731235617466, 0.03648033357164618]"
Partición 2,80.0,70.45454545454545,75.22727272727272,420.964554959,"[0.7187358459029594, 0.05665697575067081, 0.345837235457925, 0.005726586011252929, 0.7190051412839313, 0.007279618828466503, 0.05189102504184191, 0.0037416300877172056, 0.038505882341399233, 0.0812457069171627, 0.097949833212467, 0.052400694924188605, 0.017175903304588947, 0.01604533238171996, 0.8474476502593987, 0.0035572024591071223, 0.003348987478782671, 0.905064135627318, 0.7112927457854253, 0.7692609322904602, 0.013429485273276087, 0.08657769921972407, 0.8116038637124411, 0.5590095007063501, 0.448452469386763, 0.49052282760970317, 0.02222692716240106, 0.03021620020130425, 0.018385553004701124, 0.019819235587910905, 0.004263239541605001, 0.017366918348576878, 0.3514810837016055, 0.036495255547732496, 0.4779318265596552, 0.022760305622951373, 0.0017828589467777207, 0.03670963547845178, 0.008173519301808305, 0.01670834770135089, 0.018331065523353566, 0.01038969503014691, 0.05940771180491368, 0.06627591003079511]"
Partición 3,80.0,63.63636363636363,71.81818181818181,309.205811291,"[0.5230115321731045, 0.0010598269763441135, 0.2877063992150125, 0.08105843522213074, 0.838882942501481, 0.28210382370801024, 0.4840313948907266, 0.9248551832685218, 0.06881720343003839, 0.03945719688261046, 0.050571863725110015, 0.0007818066751022172, 0.8060037216419503, 0.004308874755061206, 0.056280480459311485, 0.0014920803014270994, 0.05966700799494452, 0.8116537484271503, 0.3717039407552374, 0.291807124200554, 0.41813532775089696, 0.0522644761590837, 0.0005524989111893753, 0.5331175565446431, 0.09952181265647998, 0.9225922551375708, 0.09801436703382187, 0.21499839919231012, 0.03998565028303851, 0.09212592167278584, 0.09476079353913823, 0.0002986979386523668, 0.000910778734922284, 0.08692547561501854, 0.052403351724196315, 0.7418138677183002, 0.017285264077625737, 0.06713109132858217, 0.05354344830376682, 0.08100358734993762, 0.002351951234186748, 0.08167850771443734, 0.42828078282147697, 0.03789326610927798]"
Partición 4,91.42857142857143,65.9090909090909,78.66883116883116,547.105682834,"[0.9380660603720168, 0.04846665469989762, 0.08688516433344756, 0.05812867434029558, 0.033742486472222555, 0.9659967862705464, 0.052480854520080285, 0.07759528785957985, 0.00442934002822337, 0.832983597977207, 0.6927182733197605, 0.6137940811799957, 0.0719850489780562, 0.009904587747645006, 0.07708259439591479, 0.0688748989134668, 0.0565854812570551, 0.03738831573145619, 0.5781789945974997, 0.833112807362325, 0.8041074572188676, 0.7858913456399881, 0.08323165433786577, 0.05222351435405861, 0.05434253136564026, 0.6836836318650178, 0.06255471011721048, 0.05549892555133911, 0.03794812928046743, 0.012197108862038876, 0.01339750446712799, 0.07311748357944137, 0.9712647809535316, 0.07441189278258092, 0.0412596277359332, 0.9999262786887388, 0.8129605443064623, 0.06366134616067361, 0.4519184797852831, 0.5567646508076851, 0.08280697550877894, 0.013828144939854674, 0.05405330655298503, 0.016527096214887207]"
Partición 5,78.26086956521739,63.63636363636363,70.94861660079052,424.061275791,"[0.3696960809532198, 0.3763480154230962, 0.6248068527569397, 0.02891313053421689, 0.6127449294659387, 0.012126239651933518, 0.8790901486392754, 0.05470839146908689, 0.6367364689788823, 0.022147423532454403, 0.036699119447014934, 0.02090209740136621, 0.5032224697577284, 0.04534440213572396, 0.740516634400001, 0.07758472844066823, 0.35509972803679885, 0.025741314980725488, 0.9952760977262778, 0.036076787617864925, 0.08905245374024635, 0.5586707094969033, 0.5520552904767108, 0.06448144775469447, 0.05811688465961194, 0.06016208764786917, 0.08994157634368515, 0.050629457542565086, 0.3038125650806886, 0.4411112154034755, 0.04107604719699306, 0.04066878608674801, 0.031049774412380177, 0.08753000616870127, 0.0646228895190249, 0.007747793071440199, 0.09114207317862894, 0.9207749810285877, 0.023652237517852646, 0.5162788315037167, 0.0284195391467862, 0.037018269380887724, 0.011687372486636542, 0.06568309995034213]"
Medias ,82.79503105590062,64.0909090909091,73.44297007340485,450.6896084084,"[0.6262311843125988, 0.29376860983292086, 0.34705611368598926, 0.03836269679324312, 0.44092817225273634, 0.3341353808641413, 0.29917249544290014, 0.3695562757593609, 0.15415210506847654, 0.20906224020897257, 0.36681837976708387, 0.14257702547664758, 0.28742925831359195, 0.17951142335730294, 0.3475415469348412, 0.03497085564106992, 0.10743006384312323, 0.4776900993320575, 0.6683104100150442, 0.562717417015836, 0.3860347085656609, 0.29867572415907834, 0.29828366556275343, 0.3963120973157147, 0.21292292709768468, 0.4487470619097517, 0.15385800757724005, 0.08013292701310663, 0.08310712571188027, 0.2249716183409507, 0.0371233306514153, 0.16536343758156974, 0.44197802309887296, 0.1805806481327429, 0.13994166171214148, 0.3590145666402185, 0.18719318389832357, 0.22277626887592036, 0.12521252881646275, 0.25008267956156366, 0.03843923980882648, 0.09823494800220077, 0.11430329720443737, 0.04457194117538972]"
Desviación típica,5.3137362911767925,4.927155315608817,3.4537336535440972,101.47981628971448,"[0.21462202880051062, 0.41488206951538703, 0.19378229240251219, 0.030753914143219895, 0.3953478510686092, 0.39282519445706293, 0.376103939200883, 0.44741129589341877, 0.27081041730625904, 0.3495718483316869, 0.4286043310912657, 0.26406002975196713, 0.3524117234045134, 0.3594846051630231, 0.4098732447519213, 0.0360840140174984, 0.1405906290527208, 0.42114185049556424, 0.22645916365852176, 0.37726273845022806, 0.33577929388742833, 0.35143597913548613, 0.3631328150912629, 0.32225145274636824, 0.1962308954049436, 0.3753305497053045, 0.1938468091375296, 0.07600493170323837, 0.12387727718406709, 0.2567606063052798, 0.03537458180549005, 0.2975354543404666, 0.45345215767923774, 0.24515103866475688, 0.18917989544967062, 0.4761255358315759, 0.3515931452538011, 0.3905901826908106, 0.18521173997501125, 0.26315875392025845, 0.03260686869628953, 0.14263194105360238, 0.17678588171165233, 0.02129163821790108]"
